timestamp,ax,ay,az,gx,gy,gz,grx,gry,grz
1774801274.468975,0.313073,0.404236,-0.002442,-5.785029,-1.638768,3.101021,0.162559,0.951141,0.262498
1774801274.478939,0.274922,0.426976,0.045878,-5.152688,-1.743119,3.147582,0.197078,0.929698,0.311162
1774801274.488934,0.220054,0.440311,-0.004948,-4.266758,-1.699718,3.119154,0.231790,0.907238,0.350987
1774801274.499118,0.188975,0.439396,0.017400,-3.517524,-1.675533,3.117307,0.266149,0.885082,0.381831
1774801274.509173,0.151346,0.413498,0.128586,-2.813705,-1.589361,3.079804,0.299902,0.863754,0.404953
1774801274.519205,0.148471,0.369615,0.138683,-2.360148,-1.503383,3.101034,0.332791,0.843276,0.422062
1774801274.529129,0.171418,0.331103,0.137894,-2.118471,-1.530076,3.121981,0.365509,0.822659,0.435471
1774801274.539228,0.162926,0.287288,0.111706,-2.064898,-1.577750,3.079614,0.397727,0.801595,0.446384
1774801274.549360,0.176199,0.263847,0.113393,-2.147704,-1.590942,3.081125,0.429255,0.779259,0.456614
1774801274.559409,0.165925,0.221801,0.095910,-2.087081,-1.639362,3.064391,0.460463,0.755631,0.465827
1774801274.585219,0.139085,0.210194,0.119741,-2.089981,-1.671558,2.934213,0.490691,0.731487,0.473444
1774801274.599860,0.127952,0.277133,0.193736,-2.290745,-1.828126,2.923511,0.520211,0.706220,0.480244
1774801274.604839,0.116513,0.349741,0.219197,-2.386158,-1.861572,2.766927,0.549014,0.679464,0.486736
1774801274.617828,0.079680,0.372635,0.244203,-2.254642,-1.916916,2.580635,0.576250,0.652816,0.491698
1774801274.622047,0.059977,0.371910,0.307950,-2.031355,-1.931201,2.395132,0.601797,0.627510,0.494036
1774801274.622163,0.052038,0.382662,0.406581,-2.049121,-2.030286,2.208328,0.625833,0.603239,0.494404
1774801274.632418,0.074316,0.374628,0.385516,-1.958786,-2.125993,2.109172,0.649088,0.579321,0.493024
1774801274.639650,0.086863,0.343005,0.255772,-1.548505,-2.153561,1.979592,0.671301,0.557019,0.488963
1774801274.649627,0.079488,0.365299,0.172911,-1.069489,-2.130206,1.847178,0.692241,0.537502,0.481554
1774801274.659855,0.035160,0.443150,0.183101,-0.761264,-2.185243,1.643155,0.711818,0.520854,0.471196
1774801274.669669,0.010723,0.496362,0.171238,-0.453139,-2.077383,1.540617,0.730030,0.506491,0.458828
1774801274.679706,-0.029838,0.487745,0.165991,-0.268108,-1.974693,1.335649,0.746528,0.494174,0.445520
1774801274.689963,-0.034106,0.413276,0.143930,-0.119691,-1.859152,1.273028,0.761385,0.483422,0.431968
1774801274.699858,-0.043264,0.330859,0.165590,-0.040704,-1.781525,1.132260,0.774877,0.473814,0.418410
1774801274.709998,-0.039349,0.270169,0.198441,0.068483,-1.759400,0.985169,0.787228,0.465503,0.404449
1774801274.719890,-0.027949,0.253822,0.236805,0.053322,-1.659359,0.911812,0.798472,0.458337,0.390346
1774801274.730064,-0.017991,0.278124,0.288961,-0.133000,-1.535679,0.821850,0.808625,0.451078,0.377696
1774801274.740202,-0.030212,0.275386,0.283579,-0.324530,-1.564174,0.628627,0.817688,0.444280,0.366064
1774801274.750277,-0.026228,0.252400,0.227771,-0.399192,-1.451897,0.543574,0.825788,0.438091,0.355176
1774801274.760306,-0.043628,0.232585,0.215239,-0.353303,-1.315875,0.409928,0.832828,0.432668,0.345247
1774801274.770366,-0.057539,0.254270,0.237127,-0.370497,-1.210876,0.296326,0.838713,0.428423,0.336176
1774801274.780224,-0.044355,0.272966,0.246330,-0.331079,-1.089900,0.208419,0.843686,0.425032,0.327934
1774801274.790515,-0.019516,0.271999,0.202439,-0.252028,-0.965193,0.142128,0.847824,0.422535,0.320403
1774801274.800686,0.008673,0.263339,0.163827,-0.292675,-0.806731,0.035563,0.851023,0.420896,0.314017
1774801274.811931,0.058737,0.245244,0.121681,-0.429477,-0.673484,-0.051424,0.853296,0.419872,0.309181
1774801274.820808,0.116068,0.231439,0.125414,-0.484220,-0.533344,-0.112674,0.854818,0.419120,0.305982
1774801274.831423,0.122477,0.242146,0.197651,-0.499490,-0.502608,-0.192746,0.855749,0.418941,0.303615
1774801274.843272,0.114586,0.254559,0.221521,-0.397552,-0.365672,-0.235498,0.856178,0.419391,0.301779
1774801274.850802,0.076891,0.234279,0.303963,-0.243689,-0.267488,-0.269024,0.856047,0.420598,0.300468
1774801274.860856,0.065827,0.193780,0.262202,-0.045131,-0.145074,-0.327877,0.855453,0.422706,0.299200
1774801274.870855,0.067244,0.183960,0.241393,-0.035827,0.012913,-0.438512,0.853990,0.425903,0.298845
1774801274.880913,0.086299,0.176937,0.210904,0.142619,0.127462,-0.461024,0.851826,0.429905,0.299289
1774801274.892509,0.084059,0.142555,0.186459,0.278893,0.258928,-0.477939,0.849214,0.434547,0.300007
1774801274.900984,0.049795,0.111845,0.223923,0.251945,0.334573,-0.537464,0.846064,0.439714,0.301376
